"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","geobacillus_cnambio1","Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465","Geobacillus_thermodenitrificans_KCTC3902","Geobacillus_thermodenitrificans_K1041","Geobacillus_thermodenitrificans_ID-1","Geobacillus_thermodenitrificans_OS27","Geobacillus_thermodenitrificans_NG80-2","Geobacillus_thermodenitrificans_JSC_T9a","Geobacillus_thermodenitrificans_T12"
"KGENGAEB_00993","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1037","1037","1037.0","","KGENGAEB_00993","IJIGFOAD_00241","AHOIKHHK_01655","FDKLAMFJ_00363","HLMLLCKC_00926","MEBKDNAM_01594","NCBEONCI_02163","FLBMOKII_01709"
"KGENGAEB_01027","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1004","1004","1004.0","","KGENGAEB_01027","IJIGFOAD_00276","AHOIKHHK_01621","FDKLAMFJ_00397","HLMLLCKC_00960","MEBKDNAM_01561","NCBEONCI_02129","FLBMOKII_01676"
"KGENGAEB_01059","persistent","Acyl-CoA dehydrogenase","8","24","3.0","NA","NA","","","","1142","1142","1142.0","","KGENGAEB_01059" "KGENGAEB_01663" "KGENGAEB_01662","IJIGFOAD_01923" "IJIGFOAD_00308" "IJIGFOAD_01922","AHOIKHHK_02072" "AHOIKHHK_01589" "AHOIKHHK_02073","FDKLAMFJ_00429" "FDKLAMFJ_02167" "FDKLAMFJ_02166","HLMLLCKC_00992" "HLMLLCKC_02825" "HLMLLCKC_02824","MEBKDNAM_03486" "MEBKDNAM_01529" "MEBKDNAM_03487","NCBEONCI_02097" "NCBEONCI_03000" "NCBEONCI_02999","FLBMOKII_03532" "FLBMOKII_01643" "FLBMOKII_03531"
"KGENGAEB_01091","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","560","653","603.88","","KGENGAEB_01091","IJIGFOAD_00340","AHOIKHHK_01556","FDKLAMFJ_00462","HLMLLCKC_01025","MEBKDNAM_01496","NCBEONCI_02064","FLBMOKII_01610"
"KGENGAEB_01123","persistent","ATP-dependent RNA helicase DbpA","8","8","1.0","NA","NA","","","","2300","2300","2300.0","","KGENGAEB_01123","IJIGFOAD_00372","AHOIKHHK_01524","FDKLAMFJ_00494","HLMLLCKC_01056","MEBKDNAM_01464","NCBEONCI_02032","FLBMOKII_01576"
"KGENGAEB_01155","persistent","Phosphotriesterase homology protein","8","8","1.0","NA","NA","","","","980","980","980.0","","KGENGAEB_01155","IJIGFOAD_00404","AHOIKHHK_02289","FDKLAMFJ_00526","HLMLLCKC_01088","MEBKDNAM_01433","NCBEONCI_02000","FLBMOKII_01544"
"KGENGAEB_01187","persistent","Adenosylcobalamin/alpha-ribazole phosphatase","8","8","1.0","NA","NA","","","","626","626","626.0","","KGENGAEB_01187","IJIGFOAD_00436","AHOIKHHK_01986","FDKLAMFJ_00559","HLMLLCKC_01120","MEBKDNAM_01401","NCBEONCI_01946","FLBMOKII_01511"
"KGENGAEB_01219","persistent","NAD-dependent protein deacetylase","8","8","1.0","NA","NA","","","","728","728","728.0","","KGENGAEB_01219","IJIGFOAD_00468","AHOIKHHK_01115","FDKLAMFJ_00593","HLMLLCKC_01152","MEBKDNAM_01371","NCBEONCI_01914","FLBMOKII_01479"
"KGENGAEB_01315","persistent","Beta-barrel assembly-enhancing protease","8","8","1.0","NA","NA","","","","1256","1256","1256.0","","KGENGAEB_01315","IJIGFOAD_03197","AHOIKHHK_00828","FDKLAMFJ_03397","HLMLLCKC_00540","MEBKDNAM_02248","NCBEONCI_00055","FLBMOKII_02322"
"KGENGAEB_01347","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","227","227","227.0","","KGENGAEB_01347","IJIGFOAD_03165","AHOIKHHK_00860","FDKLAMFJ_03365","HLMLLCKC_00572","","NCBEONCI_00087","FLBMOKII_02354"
"KGENGAEB_01379","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","716","716","716.0","","KGENGAEB_01379","IJIGFOAD_03133","AHOIKHHK_03121","FDKLAMFJ_03331","HLMLLCKC_00296","MEBKDNAM_02310","NCBEONCI_00119","FLBMOKII_02386"
"KGENGAEB_01411","persistent","Protein RibT","8","8","1.0","NA","NA","","","","350","353","350.38","","KGENGAEB_01411","IJIGFOAD_03101","AHOIKHHK_03089","FDKLAMFJ_03299","HLMLLCKC_00264","MEBKDNAM_02342","NCBEONCI_00151","FLBMOKII_02418"
"KGENGAEB_01443","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","239","239","239.0","","KGENGAEB_01443","IJIGFOAD_03069","AHOIKHHK_03057","FDKLAMFJ_03267","HLMLLCKC_00232","MEBKDNAM_02375","NCBEONCI_00183","FLBMOKII_02451"
"KGENGAEB_01475","persistent","Ectoine hydrolase","8","13","1.62","NA","NA","","","","1175","1184","1178.46","","KGENGAEB_01475" "KGENGAEB_01460","IJIGFOAD_03037" "IJIGFOAD_03052","AHOIKHHK_00363","FDKLAMFJ_03250","HLMLLCKC_02487" "HLMLLCKC_02411","MEBKDNAM_02407" "MEBKDNAM_02392","NCBEONCI_00215" "NCBEONCI_00200","FLBMOKII_02467"
"KGENGAEB_01507","persistent","Arginine repressor","8","8","1.0","NA","NA","","","","449","449","449.0","","KGENGAEB_01507","IJIGFOAD_03005","AHOIKHHK_00396","FDKLAMFJ_03218","HLMLLCKC_00630","MEBKDNAM_02439","NCBEONCI_00268","FLBMOKII_02499"
"KGENGAEB_01603","persistent","Glycerate 2-kinase","8","8","1.0","NA","NA","","","","1154","1160","1154.75","","KGENGAEB_01603","IJIGFOAD_01863","AHOIKHHK_02013","FDKLAMFJ_02106","HLMLLCKC_02885","MEBKDNAM_03548","NCBEONCI_03060","FLBMOKII_03595"
"KGENGAEB_01635","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","371","371","371.0","","KGENGAEB_01635","IJIGFOAD_01895","AHOIKHHK_02045","FDKLAMFJ_02139","HLMLLCKC_02852","MEBKDNAM_03515","NCBEONCI_03028","FLBMOKII_03561"
"KGENGAEB_01667","persistent","CTP synthase","8","8","1.0","NA","NA","","","","1595","1595","1595.0","","KGENGAEB_01667","IJIGFOAD_01927","AHOIKHHK_02077","FDKLAMFJ_02171","HLMLLCKC_02820","MEBKDNAM_03482","NCBEONCI_02995","FLBMOKII_03527"
"KGENGAEB_01699","persistent","NAD(P)H-quinone oxidoreductase subunit 3","8","8","1.0","NA","NA","","","","368","368","368.0","","KGENGAEB_01699","IJIGFOAD_01959","AHOIKHHK_02109","FDKLAMFJ_02203","HLMLLCKC_02788","MEBKDNAM_03450","NCBEONCI_02963","FLBMOKII_03495"
"KGENGAEB_01731","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","386","386","386.0","","KGENGAEB_01731","IJIGFOAD_01991","AHOIKHHK_02138","FDKLAMFJ_02232","HLMLLCKC_02755","MEBKDNAM_03418","NCBEONCI_02828","FLBMOKII_03466"
"KGENGAEB_01763","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","230","230","230.0","","KGENGAEB_01763","IJIGFOAD_02023","","","HLMLLCKC_00031","MEBKDNAM_03385","",""
"KGENGAEB_01795","cloud","PTS system mannose-specific EIIBCA component","3","3","1.0","NA","NA","","","","1391","1391","1391.0","","KGENGAEB_01795","IJIGFOAD_02055","","","","","NCBEONCI_02888",""
"KGENGAEB_01827","persistent","Proton/glutamate-aspartate symporter","8","8","1.0","NA","NA","","","","1241","1241","1241.0","","KGENGAEB_01827","IJIGFOAD_03461","AHOIKHHK_02369","FDKLAMFJ_00069","HLMLLCKC_03372","MEBKDNAM_01918","NCBEONCI_02495","FLBMOKII_02051"
"KGENGAEB_01859","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","233","233","233.0","","KGENGAEB_01859","IJIGFOAD_03493","AHOIKHHK_01424","FDKLAMFJ_00102","","MEBKDNAM_01886","NCBEONCI_02463","FLBMOKII_01986"
"KGENGAEB_01891","persistent","hypothetical protein","8","9","1.12","NA","NA","","","","401","401","401.0","","KGENGAEB_01891","IJIGFOAD_03528" "IJIGFOAD_00020","AHOIKHHK_02343","FDKLAMFJ_00134","HLMLLCKC_00749","MEBKDNAM_01855","NCBEONCI_02431","FLBMOKII_01954"
"KGENGAEB_02027","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","1376","1376","1376.0","","KGENGAEB_02027","IJIGFOAD_00156","","","","","NCBEONCI_02249",""
"KGENGAEB_02093","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","362","365","363.5","","KGENGAEB_02093","IJIGFOAD_02196","AHOIKHHK_00665","FDKLAMFJ_02483","HLMLLCKC_03321","MEBKDNAM_03182","NCBEONCI_03161","FLBMOKII_03206"
"KGENGAEB_02157","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","1415","1415","1415.0","","KGENGAEB_02157","IJIGFOAD_02131","","FDKLAMFJ_02390","","MEBKDNAM_03250","",""
"KGENGAEB_02221","cloud","hypothetical protein","5","5","1.0","NA","NA","","","","362","365","362.6","","KGENGAEB_02221","IJIGFOAD_01120","AHOIKHHK_01056","FDKLAMFJ_01318","HLMLLCKC_02522","","",""
"KGENGAEB_02253","persistent","Isocitrate lyase","8","8","1.0","NA","NA","","","","1286","1286","1286.0","","KGENGAEB_02253","IJIGFOAD_01152","AHOIKHHK_01088","FDKLAMFJ_01350","HLMLLCKC_00215","MEBKDNAM_00655","NCBEONCI_01403","FLBMOKII_00748"
"KGENGAEB_02317","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","272","272","272.0","","KGENGAEB_02317","IJIGFOAD_01216","AHOIKHHK_00460","FDKLAMFJ_01414","HLMLLCKC_00151","MEBKDNAM_00591","NCBEONCI_01467","FLBMOKII_00684"
"KGENGAEB_02387","persistent","putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2","8","8","1.0","NA","NA","","","","653","653","653.0","","KGENGAEB_02387","IJIGFOAD_01385","AHOIKHHK_01740","FDKLAMFJ_01619","HLMLLCKC_00825","MEBKDNAM_00422","NCBEONCI_02648","FLBMOKII_00480"
"KGENGAEB_02419","persistent","LL-diaminopimelate aminotransferase","8","8","1.0","NA","NA","","","","1175","1175","1175.0","","KGENGAEB_02419","IJIGFOAD_01417","AHOIKHHK_02440","FDKLAMFJ_01651","HLMLLCKC_00793","MEBKDNAM_00389","NCBEONCI_02680","FLBMOKII_00448"
"KGENGAEB_02483","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","230","230","230.0","","KGENGAEB_02483","IJIGFOAD_01067","AHOIKHHK_01001","FDKLAMFJ_01262","HLMLLCKC_02571","","NCBEONCI_01317","FLBMOKII_00830"
"KGENGAEB_02515","persistent","putative cardiolipin synthase YwiE","8","8","1.0","NA","NA","","","","1508","1508","1508.0","","KGENGAEB_02515","IJIGFOAD_01035","AHOIKHHK_00969","FDKLAMFJ_01230","HLMLLCKC_02603","MEBKDNAM_00772","NCBEONCI_01285","FLBMOKII_00862"
"KGENGAEB_02547","persistent","Stage V sporulation protein AD","8","16","2.0","NA","NA","","","","1007","1028","1017.88","","KGENGAEB_01422" "KGENGAEB_02547","IJIGFOAD_01003" "IJIGFOAD_03090","AHOIKHHK_00937" "AHOIKHHK_03078","FDKLAMFJ_01198" "FDKLAMFJ_03288","HLMLLCKC_00253" "HLMLLCKC_02636","MEBKDNAM_00804" "MEBKDNAM_02354","NCBEONCI_00162" "NCBEONCI_01253","FLBMOKII_02429" "FLBMOKII_00894"
"NCBEONCI_02180","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","308","308","308.0","","KGENGAEB_00976","IJIGFOAD_00224","AHOIKHHK_01671","FDKLAMFJ_00347","HLMLLCKC_00909","MEBKDNAM_01611","NCBEONCI_02180","FLBMOKII_01726"
"NCBEONCI_02212","persistent","Sensory transduction protein LytR","8","8","1.0","NA","NA","","","","314","737","684.12","","KGENGAEB_00945","IJIGFOAD_00193","AHOIKHHK_01795","FDKLAMFJ_00314","HLMLLCKC_00877","MEBKDNAM_01644","NCBEONCI_02212","FLBMOKII_01760"
"NCBEONCI_02244","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","305","305","305.0","","KGENGAEB_02032","IJIGFOAD_00161","","","","","NCBEONCI_02244",""
"NCBEONCI_02276","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","545","545","545.0","","","","","","","","NCBEONCI_02276",""
"NCBEONCI_02347","persistent","Glutathione peroxidase BsaA","8","8","1.0","NA","NA","","","","476","476","476.0","","KGENGAEB_01959","IJIGFOAD_00088","AHOIKHHK_02215","FDKLAMFJ_00217","HLMLLCKC_03142","MEBKDNAM_01774","NCBEONCI_02347","FLBMOKII_01867"
"NCBEONCI_02768","persistent","Glutamyl-tRNA(Gln) amidotransferase subunit A","8","8","1.0","NA","NA","","","","1457","1457","1457.0","","KGENGAEB_02687","IJIGFOAD_01514","AHOIKHHK_01474","FDKLAMFJ_01749","HLMLLCKC_01659","MEBKDNAM_00305","NCBEONCI_02768","FLBMOKII_00335"
"NCBEONCI_02832","persistent","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","8","8","1.0","NA","NA","","","","938","938","938.0","","KGENGAEB_01735","IJIGFOAD_01995","AHOIKHHK_02142","FDKLAMFJ_02236","HLMLLCKC_02751","MEBKDNAM_03414","NCBEONCI_02832","FLBMOKII_03462"
"NCBEONCI_03186","cloud","Flagellin","5","6","1.2","NA","NA","","","","761","836","822.0","","KGENGAEB_02125","IJIGFOAD_02164","AHOIKHHK_02711","","","MEBKDNAM_03217","NCBEONCI_03196" "NCBEONCI_03186",""
"FLBMOKII_00215","cloud","Putative NAD(P)H nitroreductase YdjA","5","5","1.0","NA","NA","","","","566","566","566.0","","KGENGAEB_02628","IJIGFOAD_01629","","FDKLAMFJ_01867","","","NCBEONCI_03490","FLBMOKII_00215"
"FLBMOKII_00322","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","245","245","245.0","","KGENGAEB_02675","IJIGFOAD_01526","AHOIKHHK_01461","FDKLAMFJ_01762","HLMLLCKC_01646","MEBKDNAM_00292","NCBEONCI_02781","FLBMOKII_00322"
"FLBMOKII_00354","cloud","Beta-peptidyl aminopeptidase BapA","1","1","1.0","NA","NA","","","","1061","1061","1061.0","","","","","","","","","FLBMOKII_00354"
"FLBMOKII_00546","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","317","317","317.0","","","IJIGFOAD_01331","","FDKLAMFJ_01544","","MEBKDNAM_00476","","FLBMOKII_00546"
"FLBMOKII_01433","cloud","hypothetical protein","1","10","10.0","NA","NA","","","","254","254","254.0","","","","","","","","","FLBMOKII_00277" "FLBMOKII_03036" "FLBMOKII_02271" "FLBMOKII_00627" "FLBMOKII_00306" "FLBMOKII_00008" "FLBMOKII_00094" "FLBMOKII_00169" "FLBMOKII_00025" "FLBMOKII_01433"
"FLBMOKII_01465","persistent","GABA permease","8","8","1.0","NA","NA","","","","1391","1391","1391.0","","KGENGAEB_01233","IJIGFOAD_00482","AHOIKHHK_01129","FDKLAMFJ_00607","HLMLLCKC_01169","MEBKDNAM_01357","NCBEONCI_01900","FLBMOKII_01465"
"FLBMOKII_01497","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","407","410","407.75","","KGENGAEB_01201","IJIGFOAD_00450","AHOIKHHK_03385","FDKLAMFJ_00574","HLMLLCKC_01134","MEBKDNAM_01387","NCBEONCI_01932","FLBMOKII_01497"
"FLBMOKII_01689","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","296","296","296.0","","KGENGAEB_01013","IJIGFOAD_00262","AHOIKHHK_01635","FDKLAMFJ_00383","HLMLLCKC_00946","MEBKDNAM_01574","NCBEONCI_02143","FLBMOKII_01689"
"IJIGFOAD_02026","cloud","D-arabitol-phosphate dehydrogenase","2","2","1.0","NA","NA","","","","1034","1034","1034.0","","KGENGAEB_01766","IJIGFOAD_02026","","","","","",""
"IJIGFOAD_02154","persistent","IMPACT family member YigZ","8","8","1.0","NA","NA","","","","641","644","642.5","","KGENGAEB_02135","IJIGFOAD_02154","AHOIKHHK_03194","FDKLAMFJ_02430","HLMLLCKC_02070","MEBKDNAM_03227","NCBEONCI_03205","FLBMOKII_03260"
"IJIGFOAD_02186","persistent","Cell division protein FtsX","8","9","1.12","NA","NA","","","","302","893","807.0","","KGENGAEB_02103","IJIGFOAD_02186","AHOIKHHK_03004" "AHOIKHHK_03003","FDKLAMFJ_02472","HLMLLCKC_03331","MEBKDNAM_03192","NCBEONCI_03171","FLBMOKII_03218"
"IJIGFOAD_02218","persistent","ATP-dependent Clp protease proteolytic subunit","8","8","1.0","NA","NA","","","","590","590","590.0","","KGENGAEB_02071","IJIGFOAD_02218","AHOIKHHK_00687","FDKLAMFJ_02505","HLMLLCKC_03299","MEBKDNAM_03160","NCBEONCI_03139","FLBMOKII_03184"
"IJIGFOAD_02252","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1064","1064","1064.0","","KGENGAEB_02036","IJIGFOAD_02252","AHOIKHHK_00719","FDKLAMFJ_02537","HLMLLCKC_03267","MEBKDNAM_03128","NCBEONCI_03107","FLBMOKII_03152"
"IJIGFOAD_02348","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","176","176","176.0","","KGENGAEB_03238","IJIGFOAD_02348","","","","","",""
"IJIGFOAD_02380","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1001","1001","1001.0","","KGENGAEB_02861","IJIGFOAD_02380","AHOIKHHK_00636","FDKLAMFJ_02604","HLMLLCKC_00674","MEBKDNAM_03065","NCBEONCI_03272","FLBMOKII_03092"
"AHOIKHHK_00202","persistent","UDP-N-acetylenolpyruvoylglucosamine reductase","8","8","1.0","NA","NA","","","","914","914","914.0","","KGENGAEB_00031","IJIGFOAD_00951","AHOIKHHK_00202","FDKLAMFJ_01125","HLMLLCKC_01464","MEBKDNAM_00888","NCBEONCI_01203","FLBMOKII_00969"
"AHOIKHHK_00234","cloud","hypothetical protein","5","5","1.0","NA","NA","","","","92","92","92.0","","KGENGAEB_00065","","AHOIKHHK_00234","FDKLAMFJ_01092","","","NCBEONCI_01171","FLBMOKII_01001"
"AHOIKHHK_00362","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","458","458","458.0","","","","AHOIKHHK_00362","FDKLAMFJ_01592","","","NCBEONCI_02611","FLBMOKII_00507"
"AHOIKHHK_00426","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","710","710","710.0","","","","AHOIKHHK_00426","","","","",""
"AHOIKHHK_00522","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","386","386","386.0","","","","AHOIKHHK_00522","","","","",""
"AHOIKHHK_00554","persistent","Polyribonucleotide nucleotidyltransferase","8","8","1.0","NA","NA","","","","2168","2168","2168.0","","KGENGAEB_00349","IJIGFOAD_00633","AHOIKHHK_00554","FDKLAMFJ_00773","HLMLLCKC_02963","MEBKDNAM_01205","NCBEONCI_00889","FLBMOKII_01312"
"AHOIKHHK_00620","persistent","putative protein YuiC","8","8","1.0","NA","NA","","","","638","659","651.12","","KGENGAEB_02845","IJIGFOAD_02396","AHOIKHHK_00620","FDKLAMFJ_02620","HLMLLCKC_00690","MEBKDNAM_03049","NCBEONCI_03256","FLBMOKII_03076"
"AHOIKHHK_00882","persistent","Phosphopantetheine adenylyltransferase","8","8","1.0","NA","NA","","","","494","494","494.0","","KGENGAEB_00190","IJIGFOAD_00792","AHOIKHHK_00882","FDKLAMFJ_00942","HLMLLCKC_01811","MEBKDNAM_01044","NCBEONCI_01049","FLBMOKII_01152"
"AHOIKHHK_00914","persistent","putative sporulation protein YlmC","8","8","1.0","NA","NA","","","","242","242","242.0","","KGENGAEB_00222","IJIGFOAD_00760","AHOIKHHK_00914","FDKLAMFJ_00910","HLMLLCKC_01779","MEBKDNAM_01076","NCBEONCI_01017","FLBMOKII_01185"
"AHOIKHHK_01042","cloud","Hydroxymethylglutaryl-CoA lyase YngG","2","2","1.0","NA","NA","","","","806","902","854.0","","","","AHOIKHHK_01042","FDKLAMFJ_01304","","","",""
"AHOIKHHK_01292","persistent","2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase","8","8","1.0","NA","NA","","","","800","800","800.0","","KGENGAEB_00506","IJIGFOAD_02483","AHOIKHHK_01292","FDKLAMFJ_02731","HLMLLCKC_00429","MEBKDNAM_02890","NCBEONCI_00720","FLBMOKII_02975"
"AHOIKHHK_01324","persistent","Diacetylchitobiose uptake system permease protein NgcF","8","8","1.0","NA","NA","","","","971","971","971.0","","KGENGAEB_02177","IJIGFOAD_02111","AHOIKHHK_01324","FDKLAMFJ_02369","HLMLLCKC_02372","MEBKDNAM_03271","NCBEONCI_02945","FLBMOKII_03301"
"AHOIKHHK_01485","persistent","Sporulation protein cse60","8","8","1.0","NA","NA","","","","179","179","179.0","","KGENGAEB_00538","IJIGFOAD_02515","AHOIKHHK_01485","FDKLAMFJ_02763","HLMLLCKC_00462","MEBKDNAM_02858","NCBEONCI_00687","FLBMOKII_02942"
"HLMLLCKC_02135","persistent","Transcriptional regulatory protein WalR","8","8","1.0","NA","NA","","","","704","704","704.0","","KGENGAEB_02435","IJIGFOAD_01433","AHOIKHHK_01697","FDKLAMFJ_01667","HLMLLCKC_02135","MEBKDNAM_00373","NCBEONCI_02696","FLBMOKII_00432"
"HLMLLCKC_02551","persistent","hypothetical protein","8","16","2.0","NA","NA","","","","359","1178","1033.06","","KGENGAEB_02463","IJIGFOAD_01087" "IJIGFOAD_01340","AHOIKHHK_01021" "AHOIKHHK_02895","FDKLAMFJ_01283" "FDKLAMFJ_01559","HLMLLCKC_02551" "HLMLLCKC_02395","MEBKDNAM_00467" "MEBKDNAM_03359" "MEBKDNAM_00718","NCBEONCI_01337" "NCBEONCI_02869","FLBMOKII_00810" "FLBMOKII_00534"
"HLMLLCKC_02583","persistent","Apo-petrobactin exporter","8","8","1.0","NA","NA","","","","2120","2120","2120.0","","KGENGAEB_02495","IJIGFOAD_01055","AHOIKHHK_00989","FDKLAMFJ_01250","HLMLLCKC_02583","MEBKDNAM_00752","NCBEONCI_01305","FLBMOKII_00842"
"HLMLLCKC_02615","persistent","Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]","8","8","1.0","NA","NA","","","","737","737","737.0","","KGENGAEB_02526","IJIGFOAD_01024","AHOIKHHK_00958","FDKLAMFJ_01219","HLMLLCKC_02615","MEBKDNAM_00783","NCBEONCI_01274","FLBMOKII_00873"
"HLMLLCKC_02647","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","728","728","728.0","","KGENGAEB_02558","IJIGFOAD_00992","AHOIKHHK_00926","FDKLAMFJ_01187","HLMLLCKC_02647","MEBKDNAM_00815","NCBEONCI_01242","FLBMOKII_00905"
"MEBKDNAM_00094","persistent","Protein-arginine kinase","8","8","1.0","NA","NA","","","","1091","1091","1091.0","","KGENGAEB_03069","IJIGFOAD_01732","AHOIKHHK_00731","FDKLAMFJ_01974","HLMLLCKC_01689","MEBKDNAM_00094","NCBEONCI_01641","FLBMOKII_00098"
"MEBKDNAM_00126","persistent","50S ribosomal protein L2","8","8","1.0","NA","NA","","","","830","830","830.0","","KGENGAEB_03037","IJIGFOAD_01700","AHOIKHHK_00763","FDKLAMFJ_01942","HLMLLCKC_02025","MEBKDNAM_00126","NCBEONCI_01609","FLBMOKII_00130"
"MEBKDNAM_00158","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","440","440","440.0","","KGENGAEB_03005","IJIGFOAD_01668","AHOIKHHK_00795","FDKLAMFJ_01910","HLMLLCKC_02057","MEBKDNAM_00158","NCBEONCI_01577","FLBMOKII_00162"
"MEBKDNAM_00741","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","191","191","191.0","","","","","","","MEBKDNAM_00741","",""
"MEBKDNAM_00838","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","3245","3245","3245.0","","","","","","","MEBKDNAM_00838","",""
"FDKLAMFJ_00896","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","395","395","395.0","","","","AHOIKHHK_02799","FDKLAMFJ_00896","","","",""
"FDKLAMFJ_01217","persistent","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","8","8","1.0","NA","NA","","","","776","776","776.0","","KGENGAEB_02528","IJIGFOAD_01022","AHOIKHHK_00956","FDKLAMFJ_01217","HLMLLCKC_02617","MEBKDNAM_00785","NCBEONCI_01272","FLBMOKII_00875"
"FDKLAMFJ_01281","persistent","putative nitrate transporter NarT","8","8","1.0","NA","NA","","","","1175","1175","1175.0","","KGENGAEB_02465","IJIGFOAD_01085","AHOIKHHK_01019","FDKLAMFJ_01281","HLMLLCKC_02553","MEBKDNAM_00720","NCBEONCI_01335","FLBMOKII_00812"
"FDKLAMFJ_02262","persistent","Beta-hexosaminidase","6","6","1.0","NA","NA","","","","1052","1382","1322.5","","KGENGAEB_01762","IJIGFOAD_02022","","FDKLAMFJ_02262","HLMLLCKC_00030","MEBKDNAM_03386","NCBEONCI_02846",""
"FDKLAMFJ_02294","persistent","hypothetical protein","6","6","1.0","NA","NA","","","","344","344","344.0","","KGENGAEB_01778","IJIGFOAD_02038","AHOIKHHK_02255","FDKLAMFJ_02294","HLMLLCKC_00058","","","FLBMOKII_03377"
"FDKLAMFJ_02454","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","FDKLAMFJ_02454","","","",""
"FDKLAMFJ_02584","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","140","140","140.0","","","IJIGFOAD_02360","","FDKLAMFJ_02584","HLMLLCKC_00653","","",""
"FDKLAMFJ_02696","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","FDKLAMFJ_02696","","","",""
"FDKLAMFJ_03304","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1349","1349","1349.0","","KGENGAEB_01406","IJIGFOAD_03106","AHOIKHHK_03094","FDKLAMFJ_03304","HLMLLCKC_00269","MEBKDNAM_02337","NCBEONCI_00146","FLBMOKII_02413"
"FDKLAMFJ_03500","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","674","674","674.0","","","","AHOIKHHK_01916","FDKLAMFJ_03500","","","",""
